0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報
,,,,,,,,,,,
,2026年01月25日(日),2026年01月25日(日),2026年01月25日(日),,,,,,,,
,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,印字時刻 2026/02/01 14:29,印字時刻 2026/02/01 14:29,印字時刻 2026/02/01 14:29
,,一般,一般,一般,定期,定期,定期,合計,合計,合計,事前精算  利用台数
,,入庫,出庫,在庫,入庫,出庫,在庫,入庫,出庫,在庫,事前精算  利用台数
,00-01,3,10,205,2,7,727,5,17,932,0
,01-02,2,3,203,3,5,725,5,8,928,0
,02-03,2,3,202,4,1,728,6,4,930,0
,03-04,4,4,202,5,4,729,9,8,931,0
,04-05,5,0,206,8,0,737,13,0,943,0
,05-06,2,2,206,7,1,743,9,3,949,0
,06-07,15,2,215,14,4,752,29,6,967,0
,07-08,53,14,253,35,13,774,88,27,1027,0
,08-09,162,26,387,60,26,808,222,52,1195,0
,09-10,435,52,762,56,29,836,491,81,1598,2
,10-11,554,233,1092,32,32,837,586,265,1929,28
,11-12,504,514,1091,32,22,844,536,536,1935,79
,12-13,624,527,1180,25,27,844,649,554,2024,120
,13-14,651,534,1291,18,35,827,669,569,2118,103
,14-15,571,504,1362,21,27,821,592,531,2183,134
,15-16,467,634,1202,28,27,824,495,661,2026,161
,16-17,419,700,923,39,14,847,458,714,1770,204
,17-18,350,557,721,32,48,831,382,605,1552,107
,18-19,214,411,515,22,51,801,236,462,1316,89
,19-20,85,262,322,18,29,791,103,291,1113,47
,20-21,22,141,198,6,35,762,28,176,960,0
,21-22,7,42,174,6,22,746,13,64,920,0
,22-23,6,26,168,1,11,736,7,37,904,0
,23-24,4,9,164,8,8,736,12,17,900,0
,合　計,5161,5210,-,482,478,-,5643,5688,-,1074
,,,,,,,,,,,
,総駐車時間,9988:17,9988:17,9988:17,15999:21,15999:21,15999:21,25987:38,25987:38,25987:38,
,平均駐車時間,1:54,1:54,1:54,26:06,26:06,26:06,4:26,4:26,4:26,
,回転率,1.32,1.32,1.32,1,1,1,1.28,1.28,1.28,
,,,,,,,,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】
