0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報
,,,,,,,,,,,
,2025年10月14日(火),2025年10月14日(火),2025年10月14日(火),,,,,,,,
,駐車場＝北3駐車場,駐車場＝北3駐車場,駐車場＝北3駐車場,駐車場＝北3駐車場,駐車場＝北3駐車場,駐車場＝北3駐車場,駐車場＝北3駐車場,駐車場＝北3駐車場,印字時刻 2025/11/19 10:44,印字時刻 2025/11/19 10:44,印字時刻 2025/11/19 10:44
,,一般,一般,一般,定期,定期,定期,合計,合計,合計,事前精算  利用台数
,,入庫,出庫,在庫,入庫,出庫,在庫,入庫,出庫,在庫,事前精算  利用台数
,00-01,0,0,7,0,0,19,0,0,26,0
,01-02,0,0,7,0,0,19,0,0,26,0
,02-03,0,0,7,0,0,19,0,0,26,0
,03-04,0,0,7,2,0,21,2,0,28,0
,04-05,0,0,7,7,0,28,7,0,35,0
,05-06,1,1,7,2,1,29,3,2,36,0
,06-07,1,0,8,5,2,32,6,2,40,0
,07-08,2,2,8,28,2,58,30,4,66,0
,08-09,10,3,15,74,12,120,84,15,135,0
,09-10,32,6,39,10,2,127,42,8,166,0
,10-11,20,9,53,6,1,133,26,10,186,0
,11-12,2,17,38,1,1,133,3,18,171,0
,12-13,7,19,25,13,7,138,20,26,163,0
,13-14,2,6,20,2,8,133,4,14,153,0
,14-15,2,7,16,6,4,135,8,11,151,0
,15-16,4,6,14,0,8,127,4,14,141,0
,16-17,9,8,15,3,33,97,12,41,112,0
,17-18,3,6,12,7,44,61,10,50,73,0
,18-19,1,3,10,2,19,43,3,22,53,0
,19-20,0,1,9,3,16,30,3,17,39,0
,20-21,0,1,8,1,7,25,1,8,33,0
,21-22,1,1,8,7,10,21,8,11,29,0
,22-23,0,0,8,1,4,18,1,4,26,0
,23-24,0,0,8,0,1,17,0,1,25,0
,合　計,97,96,-,180,182,-,277,278,-,0
,,,,,,,,,,,
,総駐車時間,170:41,170:41,170:41,1922:51,1922:51,1922:51,2093:32,2093:32,2093:32,
,平均駐車時間,1:54,1:54,1:54,10:30,10:30,10:30,7:40,7:40,7:40,
,回転率,1.43,1.43,1.43,1.42,1.42,1.42,1.42,1.42,1.42,
,,,,,,,,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】
