0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報
,,,,,,,,,,,
,2024年06月04日(火),2024年06月04日(火),2024年06月04日(火),,,,,,,,
,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,印字時刻 2025/11/21 17:02,印字時刻 2025/11/21 17:02,印字時刻 2025/11/21 17:02
,,一般,一般,一般,定期,定期,定期,合計,合計,合計,事前精算  利用台数
,,入庫,出庫,在庫,入庫,出庫,在庫,入庫,出庫,在庫,事前精算  利用台数
,00-01,3,5,124,4,12,635,7,17,759,0
,01-02,2,1,125,1,4,632,3,5,757,0
,02-03,1,3,123,3,2,633,4,5,756,0
,03-04,1,1,124,3,3,633,4,4,757,0
,04-05,0,1,122,16,1,648,16,2,770,0
,05-06,4,5,121,56,1,701,60,6,822,0
,06-07,19,6,132,152,12,840,171,18,972,0
,07-08,77,48,161,306,70,1078,383,118,1239,0
,08-09,108,37,232,695,80,1686,803,117,1918,2
,09-10,235,50,413,170,99,1759,405,149,2172,6
,10-11,283,132,573,60,84,1740,343,216,2313,17
,11-12,291,278,578,46,60,1728,337,338,2306,43
,12-13,304,302,588,64,83,1709,368,385,2297,53
,13-14,320,283,618,70,76,1701,390,359,2319,55
,14-15,281,294,613,65,53,1708,346,347,2321,61
,15-16,247,328,529,68,72,1705,315,400,2234,60
,16-17,234,306,456,76,121,1661,310,427,2117,68
,17-18,272,279,449,105,330,1439,377,609,1888,61
,18-19,252,245,454,79,345,1169,331,590,1623,39
,19-20,136,287,308,35,237,970,171,524,1278,44
,20-21,15,130,192,27,178,818,42,308,1010,0
,21-22,18,62,147,18,104,730,36,166,877,0
,22-23,6,31,120,16,51,696,22,82,816,0
,23-24,2,8,114,7,28,674,9,36,788,0
,合　計,3111,3122,-,2142,2106,-,5253,5228,-,509
,,,,,,,,,,,
,総駐車時間,5665:02,5665:02,5665:02,32304:46,32304:46,32304:46,37969:48,37969:48,37969:48,
,平均駐車時間,1:49,1:49,1:49,15:04,15:04,15:04,7:13,7:13,7:13,
,回転率,1.13,1.13,1.13,1.17,1.17,1.17,1.14,1.14,1.14,
,,,,,,,,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】
