0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報
,,,,,,,,,,,
,2024年06月25日(火),2024年06月25日(火),2024年06月25日(火),,,,,,,,
,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,印字時刻 2025/11/21 17:24,印字時刻 2025/11/21 17:24,印字時刻 2025/11/21 17:24
,,一般,一般,一般,定期,定期,定期,合計,合計,合計,事前精算  利用台数
,,入庫,出庫,在庫,入庫,出庫,在庫,入庫,出庫,在庫,事前精算  利用台数
,00-01,4,9,101,7,20,649,11,29,750,0
,01-02,0,1,101,0,2,647,0,3,748,0
,02-03,0,0,100,1,0,648,1,0,748,0
,03-04,0,0,100,2,0,650,2,0,750,0
,04-05,1,1,100,12,0,662,13,1,762,0
,05-06,5,1,104,55,7,707,60,8,811,0
,06-07,17,1,119,139,7,836,156,8,955,0
,07-08,75,36,158,310,69,1069,385,105,1227,0
,08-09,95,32,221,661,105,1633,756,137,1854,2
,09-10,255,32,441,207,106,1740,462,138,2181,2
,10-11,375,178,638,64,84,1721,439,262,2359,17
,11-12,361,341,662,64,68,1713,425,409,2375,52
,12-13,313,356,621,68,89,1694,381,445,2315,69
,13-14,350,327,641,60,78,1678,410,405,2319,55
,14-15,293,339,600,66,68,1675,359,407,2275,71
,15-16,277,314,561,77,60,1692,354,374,2253,70
,16-17,289,316,533,72,122,1643,361,438,2176,60
,17-18,282,340,479,106,327,1426,388,667,1905,56
,18-19,287,292,471,88,354,1159,375,646,1630,51
,19-20,167,291,351,51,246,961,218,537,1312,42
,20-21,25,136,237,32,165,833,57,301,1070,0
,21-22,19,83,174,15,115,728,34,198,902,0
,22-23,7,42,134,7,56,680,14,98,814,0
,23-24,6,22,121,4,31,653,10,53,774,0
,合　計,3503,3490,-,2168,2179,-,5671,5669,-,547
,,,,,,,,,,,
,総駐車時間,5702:36,5702:36,5702:36,27868:21,27868:21,27868:21,33570:57,33570:57,33570:57,
,平均駐車時間,1:38,1:38,1:38,13:07,13:07,13:07,5:58,5:58,5:58,
,回転率,1.27,1.27,1.27,1.16,1.16,1.16,1.22,1.22,1.22,
,,,,,,,,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】
