0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報
,,,,,,,,,,,
,2024年06月19日(水),2024年06月19日(水),2024年06月19日(水),,,,,,,,
,駐車場＝北1駐車場,駐車場＝北1駐車場,駐車場＝北1駐車場,駐車場＝北1駐車場,駐車場＝北1駐車場,駐車場＝北1駐車場,駐車場＝北1駐車場,駐車場＝北1駐車場,印字時刻 2025/11/21 17:19,印字時刻 2025/11/21 17:19,印字時刻 2025/11/21 17:19
,,一般,一般,一般,定期,定期,定期,合計,合計,合計,事前精算  利用台数
,,入庫,出庫,在庫,入庫,出庫,在庫,入庫,出庫,在庫,事前精算  利用台数
,00-01,0,1,8,1,6,76,1,7,84,0
,01-02,0,0,8,0,1,75,0,1,83,0
,02-03,0,2,6,0,0,75,0,2,81,0
,03-04,0,0,6,0,0,75,0,0,81,0
,04-05,1,0,7,6,0,80,7,0,87,0
,05-06,3,0,10,22,1,101,25,1,111,0
,06-07,11,1,20,59,1,157,70,2,177,0
,07-08,23,8,34,57,8,206,80,16,240,0
,08-09,15,7,44,36,11,234,51,18,278,0
,09-10,24,6,62,14,9,239,38,15,301,0
,10-11,37,9,89,8,2,245,45,11,334,2
,11-12,26,19,93,10,6,249,36,25,342,1
,12-13,27,25,99,3,5,247,30,30,346,8
,13-14,29,23,103,7,4,250,36,27,353,3
,14-15,22,26,99,3,10,245,25,36,344,7
,15-16,21,33,90,8,9,242,29,42,332,7
,16-17,21,28,80,5,7,240,26,35,320,6
,17-18,24,29,77,4,32,215,28,61,292,11
,18-19,30,37,68,11,35,189,41,72,257,8
,19-20,12,30,52,5,40,156,17,70,208,4
,20-21,3,18,35,2,25,130,5,43,165,0
,21-22,0,10,26,4,32,102,4,42,128,0
,22-23,2,10,18,1,13,90,3,23,108,0
,23-24,1,4,15,0,8,82,1,12,97,0
,合　計,332,326,-,266,265,-,598,591,-,57
,,,,,,,,,,,
,総駐車時間,1090:17,1090:17,1090:17,3667:14,3667:14,3667:14,4757:31,4757:31,4757:31,
,平均駐車時間,3:14,3:14,3:14,14:26,14:26,14:26,8:03,8:03,8:03,
,回転率,0.54,0.54,0.54,0,0,0,0.95,0.95,0.95,
,,,,,,,,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】
