0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報
,,,,,,,,,,,
,2024年06月27日(木),2024年06月27日(木),2024年06月27日(木),,,,,,,,
,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,印字時刻 2025/11/21 17:27,印字時刻 2025/11/21 17:27,印字時刻 2025/11/21 17:27
,,一般,一般,一般,定期,定期,定期,合計,合計,合計,事前精算  利用台数
,,入庫,出庫,在庫,入庫,出庫,在庫,入庫,出庫,在庫,事前精算  利用台数
,00-01,2,5,108,1,15,640,3,20,748,0
,01-02,1,3,106,2,1,641,3,4,747,0
,02-03,0,0,106,2,1,642,2,1,748,0
,03-04,1,1,106,1,0,643,2,1,749,0
,04-05,0,0,106,16,4,655,16,4,761,0
,05-06,6,0,112,49,4,699,55,4,811,0
,06-07,19,3,128,143,16,827,162,19,955,0
,07-08,79,35,173,314,57,1081,393,92,1254,0
,08-09,97,36,232,667,96,1650,764,132,1882,1
,09-10,258,54,431,211,112,1756,469,166,2187,4
,10-11,357,168,619,61,83,1731,418,251,2350,20
,11-12,370,302,691,75,68,1739,445,370,2430,63
,12-13,443,361,773,69,105,1705,512,466,2478,70
,13-14,337,341,770,62,83,1681,399,424,2451,66
,14-15,362,314,819,70,70,1681,432,384,2500,78
,15-16,271,347,742,63,77,1668,334,424,2410,84
,16-17,257,430,569,79,94,1653,336,524,2222,84
,17-18,266,356,478,96,316,1434,362,672,1912,100
,18-19,324,294,513,94,369,1159,418,663,1672,59
,19-20,138,256,399,57,264,956,195,520,1355,32
,20-21,26,145,280,23,154,823,49,299,1103,0
,21-22,8,113,170,22,108,735,30,221,905,0
,22-23,9,49,130,5,73,668,14,122,798,0
,23-24,5,18,117,2,23,645,7,41,762,0
,合　計,3636,3631,-,2184,2193,-,5820,5824,-,661
,,,,,,,,,,,
,総駐車時間,6490:08,6490:08,6490:08,27538:54,27538:54,27538:54,34029:02,34029:02,34029:02,
,平均駐車時間,1:46,1:46,1:46,12:43,12:43,12:43,5:50,5:50,5:50,
,回転率,1.32,1.32,1.32,1.18,1.18,1.18,1.27,1.27,1.27,
,,,,,,,,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】
