0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報
,,,,,,,,,,,
,2024年06月30日(日),2024年06月30日(日),2024年06月30日(日),,,,,,,,
,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,印字時刻 2025/11/21 17:30,印字時刻 2025/11/21 17:30,印字時刻 2025/11/21 17:30
,,一般,一般,一般,定期,定期,定期,合計,合計,合計,事前精算  利用台数
,,入庫,出庫,在庫,入庫,出庫,在庫,入庫,出庫,在庫,事前精算  利用台数
,00-01,5,8,171,2,7,633,7,15,804,0
,01-02,1,2,169,1,2,632,2,4,801,0
,02-03,3,1,170,0,1,631,3,2,801,0
,03-04,0,3,168,3,1,632,3,4,800,0
,04-05,1,0,169,7,1,639,8,1,808,0
,05-06,6,5,170,4,2,641,10,7,811,0
,06-07,9,8,171,11,3,649,20,11,820,0
,07-08,72,14,227,36,6,678,108,20,905,0
,08-09,173,32,364,80,22,736,253,54,1100,4
,09-10,392,62,686,63,28,773,455,90,1459,11
,10-11,645,223,1124,24,20,776,669,243,1900,28
,11-12,590,466,1240,17,13,777,607,479,2017,48
,12-13,579,499,1320,19,17,782,598,516,2102,87
,13-14,661,553,1432,20,27,774,681,580,2206,109
,14-15,660,620,1478,24,34,767,684,654,2245,119
,15-16,504,709,1276,26,22,769,530,731,2045,130
,16-17,427,755,951,19,19,768,446,774,1719,147
,17-18,366,632,678,29,39,760,395,671,1438,98
,18-19,274,430,523,20,52,726,294,482,1249,92
,19-20,111,349,286,24,42,710,135,391,996,50
,20-21,21,126,176,5,37,677,26,163,853,0
,21-22,5,34,147,10,27,660,15,61,807,0
,22-23,3,23,128,4,23,641,7,46,769,0
,23-24,3,18,113,5,13,633,8,31,746,0
,合　計,5511,5572,-,453,458,-,5964,6030,-,923
,,,,,,,,,,,
,総駐車時間,10890:50,10890:50,10890:50,14418:36,14418:36,14418:36,25309:26,25309:26,25309:26,
,平均駐車時間,1:57,1:57,1:57,24:41,24:41,24:41,4:06,4:06,4:06,
,回転率,2.02,2.02,2.02,0.32,0.32,0.32,1.34,1.34,1.34,
,,,,,,,,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】
