0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報
,,,,,,,,,,,
,2024年06月23日(日),2024年06月23日(日),2024年06月23日(日),,,,,,,,
,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,印字時刻 2025/11/21 17:22,印字時刻 2025/11/21 17:22,印字時刻 2025/11/21 17:22
,,一般,一般,一般,定期,定期,定期,合計,合計,合計,事前精算  利用台数
,,入庫,出庫,在庫,入庫,出庫,在庫,入庫,出庫,在庫,事前精算  利用台数
,00-01,1,4,128,2,14,646,3,18,774,0
,01-02,2,2,128,1,2,646,3,4,774,0
,02-03,0,1,127,1,2,645,1,3,772,0
,03-04,0,0,127,2,1,646,2,1,773,0
,04-05,2,0,129,6,0,652,8,0,781,0
,05-06,4,0,132,10,6,656,14,6,788,0
,06-07,23,2,153,13,2,667,36,4,820,0
,07-08,39,5,186,34,4,697,73,9,883,0
,08-09,110,24,273,73,14,755,183,38,1028,3
,09-10,418,59,622,53,26,781,471,85,1403,5
,10-11,709,244,1084,22,19,787,731,263,1871,37
,11-12,586,466,1216,18,17,785,604,483,2001,60
,12-13,580,593,1210,19,23,785,599,616,1995,94
,13-14,630,606,1229,24,20,787,654,626,2016,122
,14-15,600,593,1242,23,25,784,623,618,2026,137
,15-16,515,624,1131,17,22,780,532,646,1911,128
,16-17,456,661,925,32,22,790,488,683,1715,138
,17-18,342,633,635,24,28,785,366,661,1420,134
,18-19,261,472,428,22,60,751,283,532,1179,72
,19-20,90,287,227,22,55,715,112,342,942,48
,20-21,10,87,147,8,37,686,18,124,833,0
,21-22,5,26,125,9,20,674,14,46,799,0
,22-23,6,18,113,4,18,661,10,36,774,0
,23-24,2,10,105,4,14,651,6,24,756,0
,合　計,5391,5417,-,443,451,-,5834,5868,-,978
,,,,,,,,,,,
,総駐車時間,9929:44,9929:44,9929:44,12120:49,12120:49,12120:49,22050:33,22050:33,22050:33,
,平均駐車時間,1:49,1:49,1:49,21:09,21:09,21:09,3:39,3:39,3:39,
,回転率,1.98,1.98,1.98,0.31,0.31,0.31,1.31,1.31,1.31,
,,,,,,,,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】
