0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報
,,,,,,,,,,,
,2024年06月09日(日),2024年06月09日(日),2024年06月09日(日),,,,,,,,
,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,印字時刻 2025/11/21 17:08,印字時刻 2025/11/21 17:08,印字時刻 2025/11/21 17:08
,,一般,一般,一般,定期,定期,定期,合計,合計,合計,事前精算  利用台数
,,入庫,出庫,在庫,入庫,出庫,在庫,入庫,出庫,在庫,事前精算  利用台数
,00-01,2,18,125,4,12,649,6,30,774,0
,01-02,0,0,125,4,0,653,4,0,778,0
,02-03,0,0,125,3,0,656,3,0,781,0
,03-04,1,1,125,4,0,660,5,1,785,0
,04-05,0,0,125,8,0,668,8,0,793,0
,05-06,2,4,123,7,7,668,9,11,791,0
,06-07,19,4,139,11,4,675,30,8,814,0
,07-08,47,6,178,36,9,701,83,15,879,0
,08-09,230,25,372,79,16,763,309,41,1135,0
,09-10,562,64,866,48,27,787,610,91,1653,2
,10-11,732,304,1312,29,25,789,761,329,2101,49
,11-12,622,521,1420,26,18,798,648,539,2218,75
,12-13,642,578,1476,21,22,797,663,600,2273,105
,13-14,663,592,1545,14,32,779,677,624,2324,119
,14-15,713,643,1615,22,20,781,735,663,2396,150
,15-16,498,712,1404,18,24,774,516,736,2178,160
,16-17,434,745,1104,30,25,779,464,770,1883,152
,17-18,309,652,756,37,38,778,346,690,1534,150
,18-19,215,493,476,29,55,751,244,548,1227,82
,19-20,114,315,277,18,43,729,132,358,1006,51
,20-21,13,89,193,5,37,696,18,126,889,0
,21-22,12,46,159,6,26,676,18,72,835,0
,22-23,7,37,129,4,20,660,11,57,789,0
,23-24,0,3,126,3,7,655,3,10,781,0
,合　計,5837,5852,-,466,467,-,6303,6319,-,1095
,,,,,,,,,,,
,総駐車時間,11785:18,11785:18,11785:18,13542:07,13542:07,13542:07,25327:25,25327:25,25327:25,
,平均駐車時間,1:60,1:60,1:60,23:45,23:45,23:45,3:55,3:55,3:55,
,回転率,2.13,2.13,2.13,0.31,0.31,0.31,1.41,1.41,1.41,
,,,,,,,,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】
