0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報
,,,,,,,,,,,
,2024年06月02日(日),2024年06月02日(日),2024年06月02日(日),,,,,,,,
,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,印字時刻 2025/11/21 17:00,印字時刻 2025/11/21 17:00,印字時刻 2025/11/21 17:00
,,一般,一般,一般,定期,定期,定期,合計,合計,合計,事前精算  利用台数
,,入庫,出庫,在庫,入庫,出庫,在庫,入庫,出庫,在庫,事前精算  利用台数
,00-01,2,8,132,1,6,647,3,14,779,0
,01-02,4,3,132,0,2,645,4,5,777,0
,02-03,1,3,131,2,2,645,3,5,776,0
,03-04,1,0,132,2,1,646,3,1,778,0
,04-05,2,1,133,11,0,657,13,1,790,0
,05-06,10,2,141,3,2,658,13,4,799,0
,06-07,14,4,148,15,4,669,29,8,817,0
,07-08,74,11,212,42,10,701,116,21,913,0
,08-09,283,27,468,62,19,744,345,46,1212,6
,09-10,404,55,806,69,28,785,473,83,1591,3
,10-11,687,250,1257,28,19,794,715,269,2051,28
,11-12,605,583,1274,26,16,804,631,599,2078,58
,12-13,639,554,1369,16,25,794,655,579,2163,99
,13-14,706,537,1523,18,25,788,724,562,2311,110
,14-15,540,610,1468,28,21,795,568,631,2263,136
,15-16,503,723,1244,22,22,795,525,745,2039,145
,16-17,483,760,980,22,21,796,505,781,1776,154
,17-18,308,643,634,25,44,778,333,687,1412,128
,18-19,223,436,420,23,44,756,246,480,1176,73
,19-20,85,288,220,9,44,721,94,332,941,54
,20-21,15,78,152,8,35,694,23,113,846,0
,21-22,11,34,128,2,19,677,13,53,805,0
,22-23,3,20,111,4,20,661,7,40,772,0
,23-24,0,6,105,4,10,655,4,16,760,0
,合　計,5603,5636,-,442,439,-,6045,6075,-,994
,,,,,,,,,,,
,総駐車時間,11474:06,11474:06,11474:06,12268:33,12268:33,12268:33,23742:39,23742:39,23742:39,
,平均駐車時間,2:01,2:01,2:01,21:59,21:59,21:59,3:48,3:48,3:48,
,回転率,2.05,2.05,2.05,0.3,0.3,0.3,1.36,1.36,1.36,
,,,,,,,,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】
