0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報
,,,,,,,,,,,
,2023年05月21日(日),2023年05月21日(日),2023年05月21日(日),,,,,,,,
,駐車場＝南2駐車場,駐車場＝南2駐車場,駐車場＝南2駐車場,駐車場＝南2駐車場,駐車場＝南2駐車場,駐車場＝南2駐車場,駐車場＝南2駐車場,駐車場＝南2駐車場,印字時刻 2026/03/28 16:20,印字時刻 2026/03/28 16:20,印字時刻 2026/03/28 16:20
,,一般,一般,一般,定期,定期,定期,合計,合計,合計,事前精算  利用台数
,,入庫,出庫,在庫,入庫,出庫,在庫,入庫,出庫,在庫,事前精算  利用台数
,00-01,0,0,17,2,2,145,2,2,162,0
,01-02,0,0,17,0,0,145,0,0,162,0
,02-03,0,0,17,0,0,145,0,0,162,0
,03-04,0,0,17,0,0,145,0,0,162,0
,04-05,0,0,17,1,1,145,1,1,162,0
,05-06,1,0,18,0,0,145,1,0,163,0
,06-07,0,0,18,3,2,145,3,2,163,0
,07-08,2,1,19,6,4,148,8,5,167,0
,08-09,9,0,28,11,3,157,20,3,185,0
,09-10,84,9,101,9,6,159,93,15,260,0
,10-11,105,46,161,1,2,158,106,48,319,4
,11-12,124,76,212,3,0,161,127,76,373,12
,12-13,138,91,256,4,2,163,142,93,419,22
,13-14,131,116,272,2,5,160,133,121,432,28
,14-15,91,131,234,3,3,160,94,134,394,34
,15-16,69,129,174,2,5,157,71,134,331,38
,16-17,39,108,103,6,4,159,45,112,262,33
,17-18,42,59,86,6,3,162,48,62,248,21
,18-19,24,40,70,4,14,152,28,54,222,10
,19-20,2,38,34,0,3,149,2,41,183,8
,20-21,1,12,23,1,3,147,2,15,170,0
,21-22,0,5,18,1,4,145,1,9,163,0
,22-23,0,1,17,2,5,140,2,6,157,0
,23-24,0,0,17,3,1,143,3,1,160,0
,合　計,862,862,-,70,72,-,932,934,-,210
,,,,,,,,,,,
,総駐車時間,1555:39,1555:39,1555:39,2071:49,2071:49,2071:49,3627:28,3627:28,3627:28,
,平均駐車時間,1:48,1:48,1:48,23:01,23:01,23:01,3:48,3:48,3:48,
,回転率,3.93,3.93,3.93,0.24,0.24,0.24,1.59,1.59,1.59,
,,,,,,,,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】
