0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報
,,,,,,,,,,,
,2023年08月07日(月),2023年08月07日(月),2023年08月07日(月),,,,,,,,
,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,印字時刻 2026/03/28 17:50,印字時刻 2026/03/28 17:50,印字時刻 2026/03/28 17:50
,,一般,一般,一般,定期,定期,定期,合計,合計,合計,事前精算  利用台数
,,入庫,出庫,在庫,入庫,出庫,在庫,入庫,出庫,在庫,事前精算  利用台数
,00-01,2,5,47,4,2,615,6,7,662,0
,01-02,0,2,45,1,1,615,1,3,660,0
,02-03,0,0,45,1,2,614,1,2,659,0
,03-04,0,0,45,4,2,616,4,2,661,0
,04-05,0,2,43,15,5,626,15,7,669,0
,05-06,7,3,47,52,2,673,59,5,720,0
,06-07,46,6,86,156,14,816,202,20,902,0
,07-08,45,12,120,284,55,1039,329,67,1159,0
,08-09,108,25,202,561,73,1528,669,98,1730,1
,09-10,246,69,370,162,86,1612,408,155,1982,0
,10-11,316,156,540,41,73,1579,357,229,2119,19
,11-12,326,256,611,45,54,1571,371,310,2182,27
,12-13,302,342,570,66,86,1552,368,428,2122,61
,13-14,271,292,547,52,71,1531,323,363,2078,65
,14-15,279,278,553,47,42,1534,326,320,2087,47
,15-16,258,288,522,56,60,1532,314,348,2054,50
,16-17,293,342,471,82,102,1512,375,444,1983,52
,17-18,268,313,425,62,273,1303,330,586,1728,66
,18-19,270,297,411,79,304,1097,349,601,1508,50
,19-20,122,261,262,53,243,855,175,504,1117,37
,20-21,15,114,162,25,147,736,40,261,898,0
,21-22,11,44,128,14,87,668,25,131,796,0
,22-23,6,30,103,6,54,644,12,84,747,0
,23-24,6,47,63,11,15,641,17,62,704,0
,合　計,3197,3184,-,1879,1853,-,5076,5037,-,475
,,,,,,,,,,,
,総駐車時間,5682:26,5682:26,5682:26,35426:44,35426:44,35426:44,41109:10,41109:10,41109:10,
,平均駐車時間,1:47,1:47,1:47,18:48,18:48,18:48,8:06,8:06,8:06,
,回転率,1.12,1.12,1.12,1.03,1.03,1.03,1.09,1.09,1.09,
,,,,,,,,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】
