0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報
,,,,,,,,,,,
,2023年08月14日(月),2023年08月14日(月),2023年08月14日(月),,,,,,,,
,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,印字時刻 2026/03/28 17:58,印字時刻 2026/03/28 17:58,印字時刻 2026/03/28 17:58
,,一般,一般,一般,定期,定期,定期,合計,合計,合計,事前精算  利用台数
,,入庫,出庫,在庫,入庫,出庫,在庫,入庫,出庫,在庫,事前精算  利用台数
,00-01,1,9,69,0,1,616,1,10,685,0
,01-02,0,2,67,0,0,616,0,2,683,0
,02-03,1,2,66,1,0,617,2,2,683,0
,03-04,0,0,66,1,0,618,1,0,684,0
,04-05,1,2,65,12,2,628,13,4,693,0
,05-06,3,0,68,26,5,649,29,5,717,0
,06-07,7,4,70,69,8,709,76,12,779,0
,07-08,11,8,74,157,27,838,168,35,912,0
,08-09,59,10,121,268,38,1067,327,48,1188,0
,09-10,206,42,278,86,34,1123,292,76,1401,5
,10-11,458,164,573,33,38,1120,491,202,1693,23
,11-12,403,315,667,32,27,1123,435,342,1790,38
,12-13,387,352,701,29,37,1116,416,389,1817,66
,13-14,385,360,728,28,40,1104,413,400,1832,74
,14-15,372,386,708,33,31,1109,405,417,1817,89
,15-16,339,434,623,24,38,1006,363,472,1629,90
,16-17,309,426,504,33,51,992,342,477,1496,89
,17-18,297,370,435,43,172,884,340,542,1319,85
,18-19,220,317,327,32,173,767,252,490,1094,64
,19-20,102,259,179,13,104,689,115,363,868,40
,20-21,17,79,118,8,52,643,25,131,761,0
,21-22,6,34,88,8,34,620,14,68,708,0
,22-23,5,12,80,3,22,625,8,34,705,0
,23-24,7,18,69,7,9,622,14,27,691,0
,合　計,3596,3605,-,946,943,-,4542,4548,-,663
,,,,,,,,,,,
,総駐車時間,5610:49,5610:49,5610:49,19608:03,19608:03,19608:03,25218:52,25218:52,25218:52,
,平均駐車時間,1:34,1:34,1:34,20:38,20:38,20:38,5:33,5:33,5:33,
,回転率,1.27,1.27,1.27,0.52,0.52,0.52,0.97,0.97,0.97,
,,,,,,,,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】
