0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報
,,,,,,,,,,,
,2023年08月29日(火),2023年08月29日(火),2023年08月29日(火),,,,,,,,
,駐車場＝南1駐車場,駐車場＝南1駐車場,駐車場＝南1駐車場,駐車場＝南1駐車場,駐車場＝南1駐車場,駐車場＝南1駐車場,駐車場＝南1駐車場,駐車場＝南1駐車場,印字時刻 2026/03/28 18:15,印字時刻 2026/03/28 18:15,印字時刻 2026/03/28 18:15
,,一般,一般,一般,定期,定期,定期,合計,合計,合計,事前精算  利用台数
,,入庫,出庫,在庫,入庫,出庫,在庫,入庫,出庫,在庫,事前精算  利用台数
,00-01,0,2,41,0,3,111,0,5,152,0
,01-02,0,0,41,0,1,110,0,1,151,0
,02-03,1,0,42,0,0,110,1,0,152,0
,03-04,0,0,42,2,2,110,2,2,152,0
,04-05,0,0,42,2,0,112,2,0,154,0
,05-06,1,0,43,10,0,122,11,0,165,0
,06-07,11,0,53,26,3,145,37,3,198,0
,07-08,14,7,60,39,10,173,53,17,233,0
,08-09,48,12,96,96,22,247,144,34,343,0
,09-10,122,17,196,38,20,266,160,37,462,2
,10-11,285,94,394,11,12,265,296,106,659,18
,11-12,243,227,410,10,7,268,253,234,678,47
,12-13,265,250,424,8,16,260,273,266,684,54
,13-14,255,226,450,7,12,255,262,238,705,55
,14-15,225,270,413,9,4,260,234,274,673,68
,15-16,215,245,379,11,12,259,226,257,638,61
,16-17,227,255,352,21,17,263,248,272,615,59
,17-18,268,275,339,15,46,233,283,321,572,55
,18-19,258,275,327,16,50,199,274,325,526,52
,19-20,112,276,167,7,32,174,119,308,341,40
,20-21,13,82,94,6,29,151,19,111,245,0
,21-22,7,37,64,3,16,137,10,53,201,0
,22-23,3,9,57,4,11,130,7,20,187,0
,23-24,2,8,51,0,4,126,2,12,177,0
,合　計,2575,2567,-,341,329,-,2916,2896,-,511
,,,,,,,,,,,
,総駐車時間,3916:12,3916:12,3916:12,4932:58,4932:58,4932:58,8849:10,8849:10,8849:10,
,平均駐車時間,1:31,1:31,1:31,14:08,14:08,14:08,3:01,3:01,3:01,
,回転率,2.62,2.62,2.62,0,0,0,2.97,2.97,2.97,
,,,,,,,,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】
