0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報
,,,,,,,,,,,
,2023年06月21日(水),2023年06月21日(水),2023年06月21日(水),,,,,,,,
,駐車場＝北1駐車場,駐車場＝北1駐車場,駐車場＝北1駐車場,駐車場＝北1駐車場,駐車場＝北1駐車場,駐車場＝北1駐車場,駐車場＝北1駐車場,駐車場＝北1駐車場,印字時刻 2026/03/28 16:57,印字時刻 2026/03/28 16:57,印字時刻 2026/03/28 16:57
,,一般,一般,一般,定期,定期,定期,合計,合計,合計,事前精算  利用台数
,,入庫,出庫,在庫,入庫,出庫,在庫,入庫,出庫,在庫,事前精算  利用台数
,00-01,3,10,6,0,3,62,3,13,68,0
,01-02,0,0,6,0,0,62,0,0,68,0
,02-03,0,0,6,1,1,62,1,1,68,0
,03-04,0,1,5,0,0,62,0,1,67,0
,04-05,0,1,4,4,2,64,4,3,68,0
,05-06,2,1,5,20,1,83,22,2,88,0
,06-07,5,1,9,51,2,130,56,3,139,0
,07-08,19,7,22,35,10,157,54,17,179,0
,08-09,21,7,34,30,7,179,51,14,213,0
,09-10,31,8,58,6,5,181,37,13,239,0
,10-11,35,9,83,1,2,180,36,11,263,0
,11-12,34,15,103,3,2,181,37,17,284,3
,12-13,24,37,90,4,3,182,28,40,272,6
,13-14,22,30,82,1,0,183,23,30,265,3
,14-15,21,26,78,0,0,183,21,26,261,10
,15-16,16,21,72,0,6,177,16,27,249,5
,16-17,24,26,70,5,3,179,29,29,249,6
,17-18,31,29,72,4,23,162,35,52,234,4
,18-19,14,41,45,10,29,142,24,70,187,4
,19-20,7,21,31,4,38,109,11,59,140,2
,20-21,1,6,26,5,28,83,6,34,109,0
,21-22,1,16,11,2,17,69,3,33,80,0
,22-23,3,8,7,0,9,60,3,17,67,0
,23-24,0,2,4,0,3,57,0,5,61,0
,合　計,314,323,-,186,194,-,500,517,-,43
,,,,,,,,,,,
,総駐車時間,1201:01,1201:01,1201:01,2687:18,2687:18,2687:18,3888:19,3888:19,3888:19,
,平均駐車時間,3:50,3:50,3:50,14:18,14:18,14:18,7:46,7:46,7:46,
,回転率,0.5,0.5,0.5,0,0,0,0.8,0.8,0.8,
,,,,,,,,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】
