0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報
,,,,,,,,,,,
,2023年06月03日(土),2023年06月03日(土),2023年06月03日(土),,,,,,,,
,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,印字時刻 2026/03/28 16:35,印字時刻 2026/03/28 16:35,印字時刻 2026/03/28 16:35
,,一般,一般,一般,定期,定期,定期,合計,合計,合計,事前精算  利用台数
,,入庫,出庫,在庫,入庫,出庫,在庫,入庫,出庫,在庫,事前精算  利用台数
,00-01,4,8,69,2,9,601,6,17,670,0
,01-02,4,2,72,1,1,601,5,3,673,0
,02-03,3,2,73,1,2,600,4,4,673,0
,03-04,0,0,73,2,1,601,2,1,674,0
,04-05,8,0,80,11,2,610,19,2,690,0
,05-06,8,7,81,7,3,613,15,10,694,0
,06-07,15,3,93,13,6,621,28,9,714,0
,07-08,37,4,126,43,24,639,80,28,765,0
,08-09,160,15,268,102,32,710,262,47,978,0
,09-10,374,61,570,77,28,758,451,89,1328,2
,10-11,729,181,1113,42,20,780,771,201,1893,29
,11-12,517,453,1190,27,22,786,544,475,1976,53
,12-13,480,542,1130,19,22,783,499,564,1913,84
,13-14,594,497,1225,24,26,783,618,523,2008,100
,14-15,642,589,1280,21,30,772,663,619,2052,121
,15-16,547,594,1232,25,26,773,572,620,2005,120
,16-17,447,668,1015,36,29,755,483,697,1770,127
,17-18,377,574,822,25,42,739,402,616,1561,108
,18-19,299,473,648,29,51,716,328,524,1364,92
,19-20,163,413,403,12,58,673,175,471,1076,68
,20-21,21,159,259,10,55,627,31,214,886,0
,21-22,18,85,188,8,29,608,26,114,796,0
,22-23,11,56,143,7,29,608,18,85,751,0
,23-24,2,21,124,3,13,597,5,34,721,0
,合　計,5460,5407,-,547,560,-,6007,5967,-,904
,,,,,,,,,,,
,総駐車時間,10685:34,10685:34,10685:34,7891:10,7891:10,7891:10,18576:44,18576:44,18576:44,
,平均駐車時間,1:59,1:59,1:59,15:28,15:28,15:28,3:10,3:10,3:10,
,回転率,1.89,1.89,1.89,0.28,0.28,0.28,1.26,1.26,1.26,
,,,,,,,,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】
