0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報
,,,,,,,,,,,
,2023年06月19日(月),2023年06月19日(月),2023年06月19日(月),,,,,,,,
,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,駐車場＝全駐車場,印字時刻 2026/03/28 16:54,印字時刻 2026/03/28 16:54,印字時刻 2026/03/28 16:54
,,一般,一般,一般,定期,定期,定期,合計,合計,合計,事前精算  利用台数
,,入庫,出庫,在庫,入庫,出庫,在庫,入庫,出庫,在庫,事前精算  利用台数
,00-01,0,1,42,1,4,578,1,5,620,0
,01-02,0,1,41,0,1,577,0,2,618,0
,02-03,1,1,41,2,2,575,3,3,616,0
,03-04,0,0,41,0,0,575,0,0,616,0
,04-05,0,0,41,16,1,583,16,1,624,0
,05-06,3,1,42,45,4,622,48,5,664,0
,06-07,16,1,51,149,19,747,165,20,798,0
,07-08,70,42,79,291,63,949,361,105,1028,0
,08-09,116,34,148,574,82,1385,690,116,1533,2
,09-10,226,48,323,188,103,1582,414,151,1905,5
,10-11,345,148,531,60,58,1582,405,206,2113,11
,11-12,263,278,513,48,72,1561,311,350,2074,39
,12-13,253,317,453,60,83,1539,313,400,1992,65
,13-14,250,264,438,64,64,1539,314,328,1977,48
,14-15,241,271,415,64,64,1538,305,335,1953,49
,15-16,237,261,381,61,63,1536,298,324,1917,42
,16-17,231,269,349,83,135,1487,314,404,1836,40
,17-18,229,250,327,78,291,1271,307,541,1598,39
,18-19,242,268,298,79,309,1043,321,577,1341,35
,19-20,146,278,177,54,241,858,200,519,1035,32
,20-21,18,102,91,18,131,743,36,233,834,0
,21-22,5,32,62,15,82,676,20,114,738,0
,22-23,4,21,45,4,39,640,8,60,685,0
,23-24,10,12,45,6,26,620,16,38,665,0
,合　計,2906,2900,-,1960,1937,-,4866,4837,-,407
,,,,,,,,,,,
,総駐車時間,4876:40,4876:40,4876:40,31161:54,31161:54,31161:54,36038:34,36038:34,36038:34,
,平均駐車時間,1:41,1:41,1:41,16:25,16:25,16:25,7:30,7:30,7:30,
,回転率,1.02,1.02,1.02,1.04,1.04,1.04,1.03,1.03,1.03,
,,,,,,,,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】
