0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報
,,,,,,,,,,,
,2023年06月04日(日),2023年06月04日(日),2023年06月04日(日),,,,,,,,
,駐車場＝北3駐車場,駐車場＝北3駐車場,駐車場＝北3駐車場,駐車場＝北3駐車場,駐車場＝北3駐車場,駐車場＝北3駐車場,駐車場＝北3駐車場,駐車場＝北3駐車場,印字時刻 2026/03/28 16:37,印字時刻 2026/03/28 16:37,印字時刻 2026/03/28 16:37
,,一般,一般,一般,定期,定期,定期,合計,合計,合計,事前精算  利用台数
,,入庫,出庫,在庫,入庫,出庫,在庫,入庫,出庫,在庫,事前精算  利用台数
,00-01,0,0,0,0,1,17,0,1,17,0
,01-02,0,0,0,0,1,16,0,1,16,0
,02-03,0,0,0,1,0,17,1,0,17,0
,03-04,0,0,0,1,0,18,1,0,18,0
,04-05,0,1,0,5,1,22,5,2,22,0
,05-06,0,0,0,1,0,23,1,0,23,0
,06-07,0,0,0,2,1,24,2,1,24,0
,07-08,3,0,2,2,0,26,5,0,28,0
,08-09,4,1,5,4,2,28,8,3,33,0
,09-10,4,1,8,2,2,28,6,3,36,0
,10-11,1,2,7,3,1,30,4,3,37,0
,11-12,1,1,7,3,0,33,4,1,40,0
,12-13,1,2,6,1,4,30,2,6,36,0
,13-14,3,4,5,3,4,29,6,8,34,0
,14-15,1,1,5,3,4,28,4,5,33,0
,15-16,1,3,3,1,1,28,2,4,31,0
,16-17,1,2,2,3,4,28,4,6,30,0
,17-18,1,1,2,0,4,23,1,5,25,0
,18-19,0,1,1,1,2,23,1,3,24,0
,19-20,1,2,0,2,4,21,3,6,21,0
,20-21,1,2,0,1,2,20,2,4,20,0
,21-22,1,1,0,2,4,18,3,5,18,0
,22-23,0,0,0,0,3,15,0,3,15,0
,23-24,0,0,0,0,0,15,0,0,15,0
,合　計,24,25,-,41,45,-,65,70,-,0
,,,,,,,,,,,
,総駐車時間,62:24,62:24,62:24,652:26,652:26,652:26,714:50,714:50,714:50,
,平均駐車時間,2:19,2:19,2:19,13:36,13:36,13:36,9:32,9:32,9:32,
,回転率,0.43,0.43,0.43,0.37,0.37,0.37,0.39,0.39,0.39,
,,,,,,,,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】
