0,1,2,3,4,5,6,7,8,9,10,11
,,,,,,,,,,,
,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報,時間帯別入出庫日報
,,,,,,,,,,,
,2023年06月23日(金),2023年06月23日(金),2023年06月23日(金),,,,,,,,
,駐車場＝北3駐車場,駐車場＝北3駐車場,駐車場＝北3駐車場,駐車場＝北3駐車場,駐車場＝北3駐車場,駐車場＝北3駐車場,駐車場＝北3駐車場,駐車場＝北3駐車場,印字時刻 2026/03/28 17:00,印字時刻 2026/03/28 17:00,印字時刻 2026/03/28 17:00
,,一般,一般,一般,定期,定期,定期,合計,合計,合計,事前精算  利用台数
,,入庫,出庫,在庫,入庫,出庫,在庫,入庫,出庫,在庫,事前精算  利用台数
,00-01,0,0,0,0,0,18,0,0,18,0
,01-02,0,0,0,0,0,18,0,0,18,0
,02-03,0,0,0,2,1,19,2,1,19,0
,03-04,0,0,0,0,0,19,0,0,19,0
,04-05,0,0,0,4,0,24,4,0,24,0
,05-06,0,0,0,2,0,27,2,0,27,0
,06-07,0,0,0,2,1,27,2,1,27,0
,07-08,2,1,0,22,2,49,24,3,49,0
,08-09,6,1,5,77,6,121,83,7,126,0
,09-10,7,1,11,5,2,124,12,3,135,0
,10-11,4,4,11,3,1,125,7,5,136,0
,11-12,4,4,11,2,2,126,6,6,137,0
,12-13,3,6,8,1,5,122,4,11,130,0
,13-14,8,7,8,5,10,117,13,17,125,0
,14-15,4,5,8,3,10,111,7,15,119,0
,15-16,8,6,10,5,9,106,13,15,116,0
,16-17,6,9,7,2,7,101,8,16,108,0
,17-18,2,8,1,0,29,72,2,37,73,0
,18-19,7,8,0,4,24,52,11,32,52,0
,19-20,3,2,1,3,18,37,6,20,38,0
,20-21,0,3,0,2,6,33,2,9,33,0
,21-22,0,0,0,1,6,28,1,6,28,0
,22-23,0,0,0,0,4,24,0,4,24,0
,23-24,0,0,0,0,1,23,0,1,23,0
,合　計,64,65,-,145,144,-,209,209,-,0
,,,,,,,,,,,
,総駐車時間,93:33,93:33,93:33,1134:15,1134:15,1134:15,1227:48,1227:48,1227:48,
,平均駐車時間,1:26,1:26,1:26,8:13,8:13,8:13,6:03,6:03,6:03,
,回転率,1.03,1.03,1.03,1.07,1.07,1.07,1.06,1.06,1.06,
,,,,,,,,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】,【一般財団法人 つくば都市交通センター】
